ID_mine	X_IMAGE_mine	Y_IMAGE_mine	MAG_AUTO_mine	MAGERR_AUTO_mine	MAG_APER_mine	MAGERR_APER_mine	CLASS_STAR_mine	FLUX_AUTO_mine	FLUXERR_AUTO_mine	FLUX_APER_mine	FLUXERR_APER_mine	RA_mine	DEC_mine	ID_romeo	X_IMAGE_romeo	Y_IMAGE_romeo	MAG_AUTO_romeo	MAGERR_AUTO_romeo	MAG_APER_romeo	MAGERR_APER_romeo	CLASS_STAR_romeo	FLUX_AUTO_romeo	FLUXERR_AUTO_romeo	FLUX_APER_romeo	FLUXERR_APER_romeo	RA_romeo	DEC_romeo	DELTA_FLUX	DELTA_MAG
1.0	529.2727	164.8757	20.0998	0.0005	22.9375	0.0002	0.029	1565.593	0.7819397	114.7117	0.02405198	214.921014	52.8503426	1.0	529.2727	164.8757	20.1	0.0005	22.9375	0.0002	0.029	1565.367	0.7819397	114.7117	0.02405198	214.921014	52.8503426	0.22600000000011278	0.0002000000000030866
2.0	624.6032	551.3497	19.2505	0.0004	21.7214	0.0001	0.029	3423.041	1.321419	351.5835	0.02402751	214.9160989	52.8518237	2.0	624.6032	551.3497	19.2505	0.0004	21.7214	0.0001	0.029	3422.9	1.321421	351.5835	0.02402751	214.9160989	52.8518237	0.1410000000000764	0.0
3.0	420.0562	312.7012	16.3121	0.0	17.9369	0.0	0.029	51257.18	0.70382	11477.54	0.02405809	214.9204363	52.851834	3.0	420.0562	312.7012	16.3115	0.0	17.9369	0.0	0.029	51288.99	0.7036528	11477.54	0.02405809	214.9204363	52.851834	31.80999999999767	0.0006000000000021544
4.0	345.5265	336.9449	16.8437	0.0	18.7199	0.0	0.078	31413.39	0.2512107	5580.146	0.02402751	214.9208477	52.852438	4.0	345.5265	336.9449	16.8406	0.0	18.7199	0.0	0.091	31503.71	0.2509032	5580.146	0.02402751	214.9208477	52.852438	90.31999999999971	0.0030999999999998806
5.0	358.29	337.6096	17.4025	0.0	18.7778	0.0	0.699	18775.66	0.1547014	5290.238	0.02400302	214.9207266	52.8523606	5.0	358.29	337.6096	17.4128	0.0	18.7778	0.0	0.549	18598.9	0.1544397	5290.238	0.02400302	214.9207266	52.8523606	176.7599999999984	0.010300000000000864
13.0	946.9797	172.2809	24.2149	0.0072	27.6758	0.0179	0.0	35.3709	0.2343576	1.459809	0.02402139	214.9172024	52.8477308	14.0	946.9797	172.2809	24.2118	0.0072	27.6758	0.0179	0.0	35.473	0.2344517	1.459809	0.02402139	214.9172024	52.8477308	0.10210000000000008	0.0030999999999998806
14.0	3879.4207	161.4621	23.6297	0.0014	24.8023	0.0013	0.029	60.63603	0.07956466	20.59092	0.02401527	214.8911168	52.8290525	15.0	3879.4207	161.4621	23.6279	0.0014	24.8023	0.0013	0.029	60.73643	0.07984141	20.59092	0.02401527	214.8911168	52.8290525	0.10040000000000049	0.0017999999999993577
17.0	983.4505	135.7324	24.1809	0.0046	26.0075	0.0038	0.028	36.49605	0.1542253	6.785613	0.02402139	214.9172606	52.847302	18.0	983.4505	135.7324	24.1657	0.0046	26.0075	0.0038	0.028	37.01095	0.1570129	6.785613	0.02402139	214.9172606	52.847302	0.5149000000000044	0.015200000000000102
18.0	975.5986	135.3605	24.8293	0.0054	26.3674	0.0054	0.025	20.0862	0.0994073	4.871119	0.02403363	214.9173347	52.8473498	22.0	975.5986	135.3605	24.8899	0.0055	26.3589	0.0053	0.026	18.99554	0.09594466	4.909609	0.02403363	214.9173347	52.8473498	1.0906600000000033	0.060600000000000875
25.0	4062.2471	144.1724	27.0501	0.0166	27.7211	0.0186	0.436	2.597511	0.03966665	1.400157	0.02403363	214.8896658	52.8277982	35.0	4062.2471	144.1724	27.0075	0.0162	27.7211	0.0186	0.166	2.701523	0.04040128	1.400157	0.02403363	214.8896658	52.8277982	0.104012	0.04260000000000019
