ID_mine	X_IMAGE_mine	Y_IMAGE_mine	MAG_AUTO_mine	MAGERR_AUTO_mine	MAG_APER_mine	MAGERR_APER_mine	CLASS_STAR_mine	FLUX_AUTO_mine	FLUXERR_AUTO_mine	FLUX_APER_mine	FLUXERR_APER_mine	RA_mine	DEC_mine	ID_romeo	X_IMAGE_romeo	Y_IMAGE_romeo	MAG_AUTO_romeo	MAGERR_AUTO_romeo	MAG_APER_romeo	MAGERR_APER_romeo	CLASS_STAR_romeo	FLUX_AUTO_romeo	FLUXERR_AUTO_romeo	FLUX_APER_romeo	FLUXERR_APER_romeo	RA_romeo	DEC_romeo	DELTA_FLUX	DELTA_MAG
3.0	420.0562	312.7012	16.3121	0.0	17.9369	0.0	0.029	51257.18	0.70382	11477.54	0.02405809	214.9204363	52.851834	3.0	420.0562	312.7012	16.3115	0.0	17.9369	0.0	0.029	51288.99	0.7036528	11477.54	0.02405809	214.9204363	52.851834	31.80999999999767	0.0006000000000021544
4.0	345.5265	336.9449	16.8437	0.0	18.7199	0.0	0.078	31413.39	0.2512107	5580.146	0.02402751	214.9208477	52.852438	4.0	345.5265	336.9449	16.8406	0.0	18.7199	0.0	0.091	31503.71	0.2509032	5580.146	0.02402751	214.9208477	52.852438	90.31999999999971	0.0030999999999998806
5.0	358.29	337.6096	17.4025	0.0	18.7778	0.0	0.699	18775.66	0.1547014	5290.238	0.02400302	214.9207266	52.8523606	5.0	358.29	337.6096	17.4128	0.0	18.7778	0.0	0.549	18598.9	0.1544397	5290.238	0.02400302	214.9207266	52.8523606	176.7599999999984	0.010300000000000864
18.0	975.5986	135.3605	24.8293	0.0054	26.3674	0.0054	0.025	20.0862	0.0994073	4.871119	0.02403363	214.9173347	52.8473498	22.0	975.5986	135.3605	24.8899	0.0055	26.3589	0.0053	0.026	18.99554	0.09594466	4.909609	0.02403363	214.9173347	52.8473498	1.0906600000000033	0.060600000000000875
56.0	713.1939	165.6097	27.1698	0.0221	29.1106	0.0669	0.461	2.326468	0.0472776	0.3893843	0.0239785	214.9193622	52.849179	57.0	713.1939	165.6097	27.8396	0.0328	29.055	0.0635	0.461	1.255405	0.03786482	0.4098446	0.0239785	214.9193622	52.849179	1.071063	0.6698000000000022
265.0	1538.0481	784.0502	19.2565	0.0001	21.8589	0.0001	0.029	3404.05	0.3624774	309.7699	0.02403975	214.9054885	52.8472801	259.0	1538.0481	784.0502	19.2557	0.0001	21.8589	0.0001	0.029	3406.747	0.3624165	309.7699	0.02403975	214.9054885	52.8472801	2.6969999999996617	0.0007999999999981355
379.0	348.3328	326.8137	18.1651	0.0	18.9233	0.0	0.998	9301.459	0.06541542	4626.966	0.02402751	214.9209291	52.8523655	372.0	348.3328	326.8137	18.1558	0.0	18.9026	0.0	0.998	9381.728	0.06416713	4715.888	0.02402751	214.9209291	52.8523655	80.26899999999841	0.009299999999999642
420.0	356.639	327.1844	18.3843	0.0	18.98	0.0	1.0	7601.174	0.05700721	4391.381	0.02403363	214.920851	52.8523148	404.0	356.639	327.1844	18.4147	0.0	19.0154	0.0	0.999	7391.485	0.05668385	4250.41	0.02403363	214.920851	52.8523148	209.6890000000003	0.030400000000000205
788.0	6043.1177	707.1747	22.7606	0.0009	24.1648	0.0007	0.029	135.0104	0.1107099	37.04182	0.02402139	214.8660643	52.8182536	781.0	6043.1177	707.1747	22.7849	0.0009	24.1765	0.0007	0.029	132.0192	0.1106435	36.64319	0.02402139	214.8660643	52.8182536	2.991199999999992	0.02430000000000021
1171.0	6036.6299	707.2898	22.0414	0.0002	22.5836	0.0002	0.205	261.8539	0.05583436	158.9164	0.02401527	214.8661209	52.8182954	1166.0	6036.6299	707.2898	22.0339	0.0002	22.5843	0.0002	0.204	263.6679	0.05622803	158.8162	0.02401527	214.8661209	52.8182954	1.8139999999999645	0.007500000000000284
