ID_mine	X_IMAGE_mine	Y_IMAGE_mine	MAG_AUTO_mine	MAGERR_AUTO_mine	MAG_APER_mine	MAGERR_APER_mine	CLASS_STAR_mine	FLUX_AUTO_mine	FLUXERR_AUTO_mine	FLUX_APER_mine	FLUXERR_APER_mine	RA_mine	DEC_mine	ID_romeo	X_IMAGE_romeo	Y_IMAGE_romeo	MAG_AUTO_romeo	MAGERR_AUTO_romeo	MAG_APER_romeo	MAGERR_APER_romeo	CLASS_STAR_romeo	FLUX_AUTO_romeo	FLUXERR_AUTO_romeo	FLUX_APER_romeo	FLUXERR_APER_romeo	RA_romeo	DEC_romeo	DELTA_FLUX	DELTA_MAG
3.0	420.0562	312.7012	16.3121	0.0	17.9369	0.0	0.029	51257.18	0.70382	11477.54	0.02405809	214.9204363	52.851834	3.0	420.0562	312.7012	16.3115	0.0	17.9369	0.0	0.029	51288.99	0.7036528	11477.54	0.02405809	214.9204363	52.851834	31.80999999999767	0.0006000000000021544
4.0	345.5265	336.9449	16.8437	0.0	18.7199	0.0	0.078	31413.39	0.2512107	5580.146	0.02402751	214.9208477	52.852438	4.0	345.5265	336.9449	16.8406	0.0	18.7199	0.0	0.091	31503.71	0.2509032	5580.146	0.02402751	214.9208477	52.852438	90.31999999999971	0.0030999999999998806
5.0	358.29	337.6096	17.4025	0.0	18.7778	0.0	0.699	18775.66	0.1547014	5290.238	0.02400302	214.9207266	52.8523606	5.0	358.29	337.6096	17.4128	0.0	18.7778	0.0	0.549	18598.9	0.1544397	5290.238	0.02400302	214.9207266	52.8523606	176.7599999999984	0.010300000000000864
17.0	983.4505	135.7324	24.1809	0.0046	26.0075	0.0038	0.028	36.49605	0.1542253	6.785613	0.02402139	214.9172606	52.847302	18.0	983.4505	135.7324	24.1657	0.0046	26.0075	0.0038	0.028	37.01095	0.1570129	6.785613	0.02402139	214.9172606	52.847302	0.5149000000000044	0.015200000000000102
18.0	975.5986	135.3605	24.8293	0.0054	26.3674	0.0054	0.025	20.0862	0.0994073	4.871119	0.02403363	214.9173347	52.8473498	22.0	975.5986	135.3605	24.8899	0.0055	26.3589	0.0053	0.026	18.99554	0.09594466	4.909609	0.02403363	214.9173347	52.8473498	1.0906600000000033	0.060600000000000875
35.0	972.3421	165.5668	24.9458	0.0072	27.5495	0.0159	0.0	18.04229	0.1195547	1.639886	0.02403363	214.9170463	52.8475335	36.0	972.3421	165.5668	24.986	0.0074	27.6514	0.0175	0.0	17.38612	0.1181007	1.492898	0.02403363	214.9170463	52.8475335	0.656170000000003	0.040200000000002234
56.0	713.1939	165.6097	27.1698	0.0221	29.1106	0.0669	0.461	2.326468	0.0472776	0.3893843	0.0239785	214.9193622	52.849179	57.0	713.1939	165.6097	27.8396	0.0328	29.055	0.0635	0.461	1.255405	0.03786482	0.4098446	0.0239785	214.9193622	52.849179	1.071063	0.6698000000000022
73.0	937.0325	164.9008	26.2769	0.014	27.9845	0.0237	0.0	5.294606	0.06816747	1.098471	0.02402139	214.9173689	52.8477541	71.0	937.0325	164.9008	26.4212	0.0153	27.9818	0.0237	0.0	4.635787	0.06530292	1.101229	0.02402139	214.9173689	52.8477541	0.6588190000000003	0.14429999999999765
265.0	1538.0481	784.0502	19.2565	0.0001	21.8589	0.0001	0.029	3404.05	0.3624774	309.7699	0.02403975	214.9054885	52.8472801	259.0	1538.0481	784.0502	19.2557	0.0001	21.8589	0.0001	0.029	3406.747	0.3624165	309.7699	0.02403975	214.9054885	52.8472801	2.6969999999996617	0.0007999999999981355
379.0	348.3328	326.8137	18.1651	0.0	18.9233	0.0	0.998	9301.459	0.06541542	4626.966	0.02402751	214.9209291	52.8523655	372.0	348.3328	326.8137	18.1558	0.0	18.9026	0.0	0.998	9381.728	0.06416713	4715.888	0.02402751	214.9209291	52.8523655	80.26899999999841	0.009299999999999642
420.0	356.639	327.1844	18.3843	0.0	18.98	0.0	1.0	7601.174	0.05700721	4391.381	0.02403363	214.920851	52.8523148	404.0	356.639	327.1844	18.4147	0.0	19.0154	0.0	0.999	7391.485	0.05668385	4250.41	0.02403363	214.920851	52.8523148	209.6890000000003	0.030400000000000205
482.0	9503.4043	347.973	25.1071	0.0041	25.6814	0.0028	0.034	15.55115	0.05821959	9.163608	0.02401527	214.8389732	52.7943317	491.0	9503.4043	347.973	25.1499	0.0043	25.7472	0.003	0.031	14.95076	0.05891008	8.624094	0.02401527	214.8389732	52.7943317	0.6003899999999991	0.04279999999999973
739.0	954.396	461.0294	26.7498	0.0296	28.8575	0.0531	0.0	3.425265	0.09330276	0.4915849	0.02401527	214.9141006	52.8492424	732.0	954.396	461.0294	26.929	0.032	28.8575	0.0531	0.0	2.904123	0.08557528	0.4915849	0.02401527	214.9141006	52.8492424	0.5211420000000002	0.17919999999999803
788.0	6043.1177	707.1747	22.7606	0.0009	24.1648	0.0007	0.029	135.0104	0.1107099	37.04182	0.02402139	214.8660643	52.8182536	781.0	6043.1177	707.1747	22.7849	0.0009	24.1765	0.0007	0.029	132.0192	0.1106435	36.64319	0.02402139	214.8660643	52.8182536	2.991199999999992	0.02430000000000021
1171.0	6036.6299	707.2898	22.0414	0.0002	22.5836	0.0002	0.205	261.8539	0.05583436	158.9164	0.02401527	214.8661209	52.8182954	1166.0	6036.6299	707.2898	22.0339	0.0002	22.5843	0.0002	0.204	263.6679	0.05622803	158.8162	0.02401527	214.8661209	52.8182954	1.8139999999999645	0.007500000000000284
1231.0	3435.7219	772.8624	23.7604	0.0021	24.7613	0.0012	0.029	53.75887	0.1058202	21.38459	0.02405198	214.8886525	52.8351692	1223.0	3435.7219	772.8624	23.7475	0.0021	24.7613	0.0012	0.029	54.39931	0.1071322	21.38459	0.02405198	214.8886525	52.8351692	0.6404399999999981	0.01290000000000191
1323.0	1023.7051	726.5109	26.0473	0.0128	28.3384	0.033	0.0	6.541352	0.07683806	0.792931	0.02408863	214.9106901	52.8502353	1292.0	1023.7051	726.5109	25.9477	0.012	28.3352	0.0329	0.0	7.170392	0.0794722	0.7953056	0.02408863	214.9106901	52.8502353	0.6290399999999998	0.0995999999999988
1325.0	3419.9727	773.41	24.6586	0.0037	25.4849	0.0024	0.029	23.50607	0.0801172	10.98072	0.02402751	214.8887875	52.8352722	1315.0	3419.9727	773.41	24.7147	0.0037	25.4875	0.0024	0.029	22.32101	0.07597198	10.95465	0.02402751	214.8887875	52.8352722	1.18506	0.056100000000000705
1346.0	1035.4872	733.5904	26.2679	0.0149	28.436	0.036	0.0	5.338822	0.0734126	0.7247643	0.02400302	214.9105104	52.8501987	1337.0	1035.4872	733.5904	26.1699	0.0145	28.436	0.036	0.0	5.843215	0.07778907	0.7247643	0.02400302	214.9105104	52.8501987	0.5043929999999994	0.09800000000000253
1781.0	842.574	1053.1035	18.5485	0.0	19.3792	0.0	0.314	6534.526	0.08811516	3040.274	0.02401527	214.9088752	52.8531481	1772.0	842.574	1053.1035	18.5473	0.0	19.3724	0.0	0.426	6541.353	0.08807342	3059.521	0.02401527	214.9088752	52.8531481	6.8270000000002256	0.001200000000000756
1908.0	837.8804	1050.9783	18.7586	0.0	19.2733	0.0	0.998	5384.893	0.07002959	3351.956	0.02401527	214.9089395	52.8531664	1898.0	837.8804	1050.9783	18.7612	0.0	19.2771	0.0	0.998	5372.146	0.0703961	3340.102	0.02401527	214.9089395	52.8531664	12.747000000000298	0.002599999999997493
2038.0	348.8961	1047.4816	25.7865	0.0122	28.3267	0.0326	0.0	8.317844	0.09306605	0.8015777	0.02407642	214.9133472	52.8562522	2027.0	348.8961	1047.4816	25.8713	0.0128	28.3267	0.0326	0.0	7.692542	0.09074603	0.8015777	0.02407642	214.9133472	52.8562522	0.6253019999999987	0.08480000000000132
2082.0	7100.0444	1402.2134	20.8809	0.0003	22.7333	0.0002	0.029	762.4991	0.216738	138.4541	0.02403363	214.8493269	52.815287	2084.0	7100.0444	1402.2134	20.8842	0.0003	22.7333	0.0002	0.029	760.2263	0.2160415	138.4541	0.02403363	214.8493269	52.815287	2.272799999999961	0.0032999999999994145
2479.0	10296.9814	1299.7568	24.6304	0.0062	27.9582	0.0232	0.0	24.12375	0.1367388	1.125494	0.02403363	214.8218956	52.7944189	2476.0	10296.9814	1299.7568	24.8282	0.0066	27.9582	0.0232	0.0	20.1054	0.1212645	1.125494	0.02403363	214.8218956	52.7944189	4.018350000000002	0.1977999999999973
2641.0	10300.9473	1314.1648	24.8354	0.0051	27.7086	0.0184	0.0	19.9726	0.09353887	1.416382	0.02403363	214.8217088	52.7944713	2631.0	10300.9473	1314.1648	24.8843	0.0052	27.7086	0.0184	0.0	19.09366	0.09106955	1.416382	0.02403363	214.8217088	52.7944713	0.87894	0.04889999999999972
2666.0	10294.4199	1318.2803	24.9524	0.0073	28.4366	0.036	0.0	17.93236	0.1202599	0.7243743	0.02402139	214.8217237	52.794535	2650.0	10294.4199	1318.2803	24.8928	0.0071	28.4366	0.036	0.0	18.94502	0.123547	0.7243743	0.02402139	214.8217237	52.794535	1.0126600000000003	0.05959999999999965
2843.0	6961.7461	1379.8973	24.6503	0.0026	25.4529	0.0023	0.029	23.68529	0.05635864	11.30921	0.02405809	214.8507954	52.8160454	2823.0	6961.7461	1379.8973	24.6129	0.0025	25.416	0.0022	0.029	24.51661	0.05726458	11.70005	0.02405809	214.8507954	52.8160454	0.8313200000000016	0.037400000000001654
3249.0	3702.2266	1608.6547	22.6579	0.0007	23.1587	0.0003	0.029	148.4084	0.09314502	93.57201	0.02402751	214.8774852	52.8379857	3233.0	3702.2266	1608.6547	22.6519	0.0007	23.1587	0.0003	0.029	149.2249	0.09397019	93.57201	0.02402751	214.8774852	52.8379857	0.8164999999999907	0.006000000000000227
3377.0	3705.8196	1594.9987	23.8327	0.0013	24.4885	0.0009	0.029	50.29676	0.06038923	27.49181	0.02400302	214.8775967	52.8378892	3361.0	3705.8196	1594.9987	23.8507	0.0013	24.4887	0.0009	0.029	49.46802	0.06014523	27.48591	0.02400302	214.8775967	52.8378892	0.8287399999999963	0.018000000000000682
3477.0	8669.1406	1980.796	20.4394	0.0002	22.4877	0.0002	0.029	1145.118	0.1870188	173.5976	0.02401527	214.8292489	52.8084355	3365.0	8669.1406	1980.796	20.4369	0.0002	22.4877	0.0002	0.029	1147.758	0.1870777	173.5976	0.02401527	214.8292489	52.8084355	2.6400000000001	0.0024999999999977263
3890.0	4471.5796	1728.71	26.5716	0.0179	27.9504	0.023	0.0	4.036278	0.06664032	1.133608	0.02400914	214.8693531	52.8337464	3880.0	4471.5796	1728.71	26.7396	0.019	27.9249	0.0225	0.0	3.457589	0.06045007	1.160516	0.02400914	214.8693531	52.8337464	0.5786890000000002	0.16799999999999926
