POINTING,REDSHIFT_BIN,SOURCE_ID,FILTER,SEX_SNR,NMAD_SNR,SNR_RATIO,LOG_SEX_SNR,LOG_NMAD_SNR
nircam1,z7-8,345.0,F606W,-1.1277145512868527,0.07758763064968974,-14.534720829129512,,-1.110207510298133
nircam1,z7-8,345.0,F814W,1.6276552946217673,1.167837737699317,1.3937341139774329,0.2115624352616139,0.0673825050048107
nircam1,z7-8,345.0,F115W,-1.901691285495511,0.06390209994878174,-29.759449016851377,,-1.1944848698356056
nircam1,z7-8,345.0,F150W,3.913701533218544,2.2217070698418135,1.761574055528932,0.592587702410708,0.3466867970271245
nircam1,z7-8,345.0,F200W,-0.19863738995001248,0.7894425791421131,-0.25161727426188696,,-0.10267945332969973
nircam1,z7-8,345.0,F277W,1.8027719319037987,2.1633691440093257,0.8333168367940943,0.2559407877425213,0.3351306311023964
nircam1,z7-8,345.0,F356W,17.85412230868075,4.7435566889491,3.76386822787949,1.2517385055584427,0.6761040950823313
nircam1,z7-8,345.0,F410M,14.057303830394227,7.292485021976212,1.9276424686553277,1.1479020316463702,0.8628755457979168
nircam1,z7-8,345.0,F444W,-0.010851261003748176,0.004380059821538261,-2.477423013811088,,-2.358519957992122
nircam1,z7-8,658.0,F606W,-2.9070001706532977,0.3239216338126072,-8.974393393974527,,-0.48956004571726
nircam1,z7-8,658.0,F814W,-1.5079928540935517,-0.5695731393521287,,,
nircam1,z7-8,658.0,F115W,12.742194136402247,2.386209264023513,5.339931551064789,1.105244217582151,0.37770852744224237
nircam1,z7-8,658.0,F150W,14.225882273520899,3.3728977407314935,4.217703401359472,1.1530792103669067,0.5280031744802633
nircam1,z7-8,658.0,F200W,10.9255435578904,2.6041246133654665,4.19547647674612,1.0384430528113446,0.41566176238544617
nircam1,z7-8,658.0,F277W,7.567196012939609,1.9456504567714945,3.8892885341266275,0.8789349836352714,0.28906482034618475
nircam1,z7-8,658.0,F356W,6.790702754233448,1.5035677218474313,4.516393013471799,0.8319147207448365,0.17712299383479482
nircam1,z7-8,658.0,F410M,10.593036893301852,5.506384006592875,1.9237737289332983,1.0250204848410067,0.7408664951301335
nircam1,z7-8,658.0,F444W,1.7900405602866305,2.023645098624645,0.8845624964096807,0.25286287171123245,0.3061343494603769
nircam1,z7-8,740.0,F606W,-2.5367841173130214,0.2986197379876599,-8.495031622517367,,-0.5248814899270631
nircam1,z7-8,740.0,F814W,6.330927903945071,0.3648527388382619,17.352008714813433,0.801467367841941,-0.43788238928282397
nircam1,z7-8,740.0,F115W,115.53285094017586,9.763083030102548,11.833644206850748,2.0627054903190225,0.9895869827824826
nircam1,z7-8,740.0,F150W,115.32532112961077,11.314914077581067,10.192328491306169,2.0619246725985247,1.0536512603876014
nircam1,z7-8,740.0,F200W,114.26021652023873,7.287729975158532,15.67843716901067,2.0578950427024387,0.862592272791623
nircam1,z7-8,740.0,F277W,64.45488242810623,6.248819662004147,10.31472916717747,1.809255820545476,0.7957979913138155
nircam1,z7-8,740.0,F356W,51.165725604187834,4.8665077818545335,10.51384851267813,1.7089791374323025,0.687217422176368
nircam1,z7-8,740.0,F410M,17.46158336676138,7.191351641749659,2.4281364945899058,1.2420836217446596,0.8568105253459568
nircam1,z7-8,740.0,F444W,15.284004113193118,2.2452910408300344,6.807137175206899,1.1842371458926362,0.3512726434391846
nircam1,z7-8,776.0,F606W,0.45177462990435996,0.1622795949548293,2.783927517382034,-0.3450781612020767,-0.7897360849528118
nircam1,z7-8,776.0,F814W,-4.409202456748761,-2.740817376479115,,,
nircam1,z7-8,776.0,F115W,5.869851049119835,1.622265517787906,3.618304762542118,0.7686270809126778,0.21012193709642657
nircam1,z7-8,776.0,F150W,-0.3071586347645939,-0.03506984784451067,,,
nircam1,z7-8,776.0,F200W,6.46890076176962,1.9005615742127089,3.403678601914966,0.8108304887589101,0.27888194439827574
nircam1,z7-8,776.0,F277W,1.713367639313215,0.2641992853385077,6.485133512446665,0.2338505600432792,-0.5780683614904634
nircam1,z7-8,776.0,F356W,12.122761927817923,4.1441702926458515,2.925256703212871,1.0836015763781641,0.6174375931746413
nircam1,z7-8,776.0,F410M,11.68136900856043,4.375814332247558,2.6695303140433997,1.0674937432920084,0.6410588864078681
nircam1,z7-8,776.0,F444W,-0.0012365589502090534,-0.0004229372995453424,,,
