NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	CLASS_STAR	REDSHIFT	REDSHIFT_BIN	POINTING	SEX_FLUX_F606W	SEX_FLUXERR_F606W	SEX_MAG_F606W	SEX_MAGERR_F606W	SEX_FLUX_F814W	SEX_FLUXERR_F814W	SEX_MAG_F814W	SEX_MAGERR_F814W	SEX_FLUX_F115W	SEX_FLUXERR_F115W	SEX_MAG_F115W	SEX_MAGERR_F115W	SEX_FLUX_F150W	SEX_FLUXERR_F150W	SEX_MAG_F150W	SEX_MAGERR_F150W	SEX_FLUX_F200W	SEX_FLUXERR_F200W	SEX_MAG_F200W	SEX_MAGERR_F200W	SEX_FLUX_F277W	SEX_FLUXERR_F277W	SEX_MAG_F277W	SEX_MAGERR_F277W	SEX_FLUX_F356W	SEX_FLUXERR_F356W	SEX_MAG_F356W	SEX_MAGERR_F356W	SEX_FLUX_F410M	SEX_FLUXERR_F410M	SEX_MAG_F410M	SEX_MAGERR_F410M	SEX_FLUX_F444W	SEX_FLUXERR_F444W	SEX_MAG_F444W	SEX_MAGERR_F444W	EAZY_FLUX_F606W	EAZY_FLUXERR_F606W	EAZY_FLUX_F814W	EAZY_FLUXERR_F814W	EAZY_FLUX_F115W	EAZY_FLUXERR_F115W	EAZY_FLUX_F150W	EAZY_FLUXERR_F150W	EAZY_FLUX_F200W	EAZY_FLUXERR_F200W	EAZY_FLUX_F277W	EAZY_FLUXERR_F277W	EAZY_FLUX_F356W	EAZY_FLUXERR_F356W	EAZY_FLUX_F410M	EAZY_FLUXERR_F410M	EAZY_FLUX_F444W	EAZY_FLUXERR_F444W
1213	4178.8394	664.3421	214.8309622	52.8482864	0.0	-1	z7-8	nircam3	0.04933009	0.02066014	31.3537	0.4548	-0.01652899	0.01490504	99.0	99.0	1.180864	0.03299803	27.906	0.0303	1.242411	0.03949782	27.8509	0.0345	1.152169	0.03386307	27.9327	0.0319	1.024706	0.02818274	28.06	0.0299	1.030958	0.02985174	28.0534	0.0314	2.131467	0.06516401	27.2648	0.0332	1.407093	0.05277022	27.7157	0.0407	0.003331793400297238	0.0016688214388720997	0.0017902950276016858	0.0020653807583122046	0.02395943824303346	0.0005970117906026383	0.02411915632785247	0.0007098246245903796	0.022338271096800692	0.0006122122109981465	0.02344464290684036	0.0005909751931601495	0.025698658175447083	0.0006798937457565212	0.058814199993137785	0.0015554702394876805	0.0	0.0
2183	10253.3916	1100.3251	214.7722041	52.8120175	0.086	-1	z7-8	nircam3	-0.1285256	0.02262033	99.0	99.0	-0.01674941	0.01631919	99.0	99.0	1.06205	0.03612881	28.0212	0.0369	1.068578	0.04324529	28.0145	0.044	0.565588	0.03707593	28.7053	0.0712	0.2278333	0.03085666	29.6925	0.1471	0.5373858	0.03268402	28.7608	0.0661	0.7182367	0.07134664	28.4459	0.1079	1.294013	0.05777695	27.8067	0.0485	-0.009864726059759828	0.0016688214388720997	-0.0004008821967607419	0.0020653807583122046	0.010628114468750756	0.0005970117906026383	0.010131102600639551	0.0007098246245903796	0.006266683871520734	0.0006122122109981465	0.005414586274363421	0.0005909751931601495	0.008859253465206806	0.0006798937457565212	0.018877066743452086	0.0015554702394876805	0.0	0.0
2241	2107.0117	1146.351	214.8443873	52.8640506	0.0	-1	z7-8	nircam3	-0.06815376	0.02336974	99.0	99.0	0.06042521	0.01685985	31.1335	0.303	1.769775	0.03732576	27.4667	0.0229	1.439893	0.04467801	27.6907	0.0337	1.715896	0.03830425	27.5003	0.0242	0.6170823	0.03187894	28.6107	0.0561	0.5615497	0.03376684	28.713	0.0653	0.4050044	0.07371035	29.0679	0.1977	0.398731	0.0596911	29.0848	0.1626	-0.003521228079531927	0.001669671788144947	0.0013379020595170716	0.0020664326628187725	0.02713947915738928	0.0005973160166736566	0.02243311843530964	0.0007101865314083058	0.025819610509288497	0.0006125242408809178	0.007178084946850473	0.0005912761381630928	0.009578307767588265	0.0006802401867672729	0.008464404583346312	0.0015562630841270415	0.0	0.0
2321	2109.5361	1187.4635	214.843932	52.8642562	0.0	-1	z7-8	nircam3	-0.05176915	0.04411317	99.0	99.0	0.228971	0.03182498	29.6871	0.1509	5.231767	0.07045683	26.2899	0.0146	5.698792	0.08433507	26.1971	0.0161	4.324138	0.07230385	26.4968	0.0182	2.644742	0.0601753	27.0306	0.0247	1.629216	0.06373893	27.5566	0.0425	1.612854	0.1391371	27.5675	0.0937	1.326333	0.1126741	27.7799	0.0923	-0.0030864311915404824	0.0016700963843124781	0.008456319870061261	0.002066958615072056	0.025962948316131208	0.0005974681297091658	0.025107069276171335	0.000710367227415549	0.022456958977936214	0.0006126801263493233	0.014021640389530948	0.0005914266106645645	0.01593567647132717	0.0006804134072726487	0.014965737463920442	0.0015566589936106031	0.0	0.0
3319	9540.7832	1539.5801	214.7739319	52.8189149	0.0	-1	z7-8	nircam3	0.2005411	0.06327158	29.831	0.3426	0.04196614	0.04564661	31.5293	1.1812	19.88469	0.1010563	24.8402	0.0055	16.42468	0.1209619	25.0478	0.008	12.66875	0.1037055	25.3297	0.0089	8.096513	0.08630952	25.8158	0.0116	3.766795	0.09142084	26.6466	0.0264	2.749272	0.1995645	26.9885	0.0788	3.143945	0.1616086	26.8428	0.0558	0.00034562035481970724	0.0016688214388720997	0.00396480671054676	0.0020653807583122046	0.03996193429630639	0.0005970117906026383	0.03883525280117237	0.0007098246245903796	0.026761831997954753	0.0006122122109981465	0.02047294315427328	0.0005909751931601495	0.011987863716181362	0.0006798937457565212	0.015589640210183525	0.0015554702394876805	0.0	0.0
3558	9395.3184	1613.4814	214.7744505	52.8202379	0.0	-1	z7-8	nircam3	-0.1277304	0.06168026	99.0	99.0	0.008420009	0.04449857	33.2732	5.7394	15.54313	0.09851469	25.1077	0.0069	13.6632	0.1179196	25.2476	0.0094	9.614037	0.1010972	25.6293	0.0114	5.666391	0.08413878	26.2033	0.0161	3.291164	0.08912155	26.7931	0.0294	2.386233	0.1945453	27.1422	0.0885	2.856102	0.157544	26.9471	0.0599	-0.00011793765945501111	0.0016730685574851923	0.002441023796509423	0.0020706363113940744	0.026840979999632978	0.0005985313661396493	0.027884148116038756	0.0007116313272610927	0.022712548999090348	0.000613770547790278	0.016571227232430725	0.0005924793174862376	0.011429832716358402	0.0006816243197320744	0.013818041000653114	0.0015594293343232986	0.0	0.0
3806	6533.7065	1702.5698	214.7990251	52.8389132	0.118	-1	z7-8	nircam3	0.009439616	0.008460619	33.1491	0.9734	0.000596191	0.006103823	36.1481	11.1185	0.02262895	0.01351316	32.1999	0.6485	0.01758783	0.01617492	32.4735	0.9988	-0.0008677045	0.01386741	99.0	99.0	0.04598316	0.01154123	31.43	0.2726	0.03752898	0.01222471	31.6506	0.3538	0.1121513	0.02668559	30.462	0.2584	0.2637591	0.02161015	29.5335	0.089	-0.0027291757447926493	0.0016675441795561492	0.0004509189124675805	0.0020638009168268694	0.00276141910308972	0.0005965551923597643	0.0007770921882099059	0.0007092817643634907	-0.0024947578912758368	0.0006117440367010089	0.0004060808305135053	0.0005905231749671059	0.0022126919859882196	0.0006793737580247528	0.0053333759717145105	0.0015542808015832665	0.0	0.0
4118	2183.6602	1784.8427	214.836982	52.8670059	0.001	-1	z7-8	nircam3	-0.08040661	0.03093669	99.0	99.0	0.09918653	0.02231895	30.5954	0.2444	1.138544	0.04941157	27.9456	0.0471	1.828726	0.05914442	27.4311	0.0351	1.593016	0.05070689	27.581	0.0346	1.394047	0.04220111	27.7258	0.0329	1.554427	0.04470029	27.6076	0.0312	5.101438	0.09757723	26.3173	0.0208	2.371874	0.07901864	27.1488	0.0362	-0.005897036845476118	0.0016688214388720997	0.0027041507622881066	0.0020653807583122046	0.030769124224621892	0.0005970117906026383	0.037801450274261864	0.0007098246245903796	0.029499305117213447	0.0006122122109981465	0.028809287928619542	0.0005909751931601495	0.031234133095976415	0.0006798937457565212	0.12400339739848547	0.0015554702394876805	0.0	0.0
4584	7616.6738	1944.7245	214.7868191	52.8333322	0.364	-1	z7-8	nircam3	-0.01663369	0.0125068	99.0	99.0	-0.008188153	0.009022899	99.0	99.0	0.03926119	0.01997565	31.6016	0.5525	0.1227438	0.02391036	30.364	0.2116	0.0197673	0.02049932	32.3467	1.1262	0.1057134	0.01706068	30.5262	0.1753	0.05275242	0.01807102	31.2809	0.372	0.2359247	0.03944763	29.6546	0.1816	0.2260167	0.03194493	29.7012	0.1535	-0.0013761161789667853	0.0016713713297528562	-0.0008398733060140396	0.002068536471831908	0.0018781178819779374	0.0005979239505429996	0.0031647953282297123	0.0007109093154372787	0.0015716305598675044	0.0006131477827545392	0.003109479703315811	0.0005918780281689795	0.0026871537153287557	0.0006809324163574942	0.008150343744313582	0.0015578470639520344	0.0	0.0
5100	8559.4023	2108.8333	214.7766876	52.8282215	0.0	-1	z7-8	nircam3	-0.02510276	0.02184522	99.0	99.0	-0.04387687	0.01576	99.0	99.0	0.4467742	0.03489083	28.9613	0.0848	0.7389543	0.04176345	28.415	0.0614	0.2235974	0.03580549	29.7129	0.1739	0.46413	0.02979933	28.9199	0.0697	0.4980085	0.03156407	28.8434	0.0688	0.714278	0.06890189	28.4519	0.1048	0.6624458	0.05579717	28.5336	0.0915	0.0007591984253435892	0.001668395685766783	-0.004017001021327353	0.002064854806058921	0.008024524948978212	0.0005968596775671293	0.01071754866072869	0.0007096439285831363	0.006013975918910368	0.0006120563255297411	0.010549056423981237	0.0005908244203143635	0.010835996287778283	0.0006797205252511455	0.01942224230769463	0.001555073988113373	0.0	0.0
